method,testSmellName
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirst_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirstIterable_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirst_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirstIterable_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_javadocExample_canBeIteratedMultipleTimes,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_javadocExample_canBeIteratedMultipleTimes,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_infinite,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_diamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_diamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_multigraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_multigraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_cycle,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_cycle,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_twoCycles,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_twoCycles,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_javadocExample_canBeIteratedMultipleTimes,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_javadocExample_canBeIteratedMultipleTimes,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_diamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_diamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_multigraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_multigraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_cycle,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_cycle,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_twoCycles,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_twoCycles,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_infinite,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_cyclicGraphContainingTree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_cyclicGraphContainingTree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_graphContainingTreeAndDiamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_graphContainingTreeAndDiamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_infinite,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterableIterable_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_cyclicGraphContainingTree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_cyclicGraphContainingTree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_graphContainingTreeAndDiamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_graphContainingTreeAndDiamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_tree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_cyclicGraphContainingTree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_cyclicGraphContainingTree,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_graphContainingTreeAndDiamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_graphContainingTreeAndDiamond,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_twoTrees,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_singleRoot,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_emptyGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_iterableIsLazy,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirst_infinite,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirst_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirst_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirstIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_breadthFirstIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_infinite,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPreOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forGraph_depthFirstPostOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_infinite,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirst_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_breadthFirstIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_infinite,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPreOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrder_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/TraverserTest.java.forTree_depthFirstPostOrderIterable_iterableIsLazy,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraph,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.copyOfImmutableValueGraph_optimized,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.incidentEdgeOrder_stable,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.incidentEdgeOrder_fromUnorderedGraph_stable,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_addNode,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromNodes,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromEndpointPair,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_incidentEdges_preservesIncidentEdgesOrder,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_incidentEdgeOrder_stable,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_fromUnorderedBuilder_incidentEdgeOrder_stable,Eager Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.copyOfImmutableValueGraph_optimized,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.incidentEdgeOrder_stable,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.incidentEdgeOrder_fromUnorderedGraph_stable,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_appliesGraphBuilderConfig,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_appliesGraphBuilderConfig,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_appliesGraphBuilderConfig,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_copiesGraphBuilder,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_copiesGraphBuilder,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_copiesGraphBuilder,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_addNode,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_addNode,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromNodes,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromNodes,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromNodes,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromEndpointPair,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromEndpointPair,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_putEdgeFromEndpointPair,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_incidentEdges_preservesIncidentEdgesOrder,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_incidentEdgeOrder_stable,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ImmutableValueGraphTest.java.immutableValueGraphBuilder_fromUnorderedBuilder_incidentEdgeOrder_stable,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.concurrentIteration,Verbose Test
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
/home/luana-martins/.jnose_projects/guava/android/guava-tests/test/com/google/common/graph/ValueGraphTest.java.directedGraph,Assertion Roulette
